Date,Open,High,Low,Close,Adj Close,Volume
2023-12-21,603.0,607.4,594.82,600.14,600.14,3192800
2023-12-22,600.8,601.86,596.0,598.75,598.75,1659800
2023-12-26,598.92,601.69,596.5,598.26,598.26,1595100
2023-12-27,598.6,599.79,593.71,596.08,596.08,1394900
2023-12-28,597.44,599.04,593.63,595.52,595.52,1702600
2023-12-29,596.09,600.75,592.94,596.6,596.6,1893900
2024-01-02,589.51,590.44,576.76,580.07,580.07,2840200
2024-01-03,574.58,577.3,570.19,571.79,571.79,2478000
2024-01-04,570.99,572.91,566.66,567.05,567.05,2092100
2024-01-05,563.5,569.52,563.34,564.6,564.6,1922900
2024-01-08,567.87,581.51,567.87,580.55,580.55,2830000
2024-01-09,578.33,588.2,577.28,586.2,586.2,1926900
2024-01-10,585.43,593.65,585.43,591.03,591.03,2135700
2024-01-11,592.0,597.84,584.52,597.49,597.49,2331800
2024-01-12,598.39,599.38,593.02,596.54,596.54,1477000
2024-01-16,592.83,597.76,588.34,597.68,597.68,2126100
2024-01-17,591.99,596.75,582.44,596.1,596.1,2588300
2024-01-18,586.9,596.89,584.21,593.7,593.7,2793600
2024-01-19,593.81,612.07,589.13,611.55,611.55,3760100
2024-01-22,615.0,620.96,603.15,603.59,603.59,4488000
2024-01-23,602.21,604.32,591.34,597.18,597.18,2723500
2024-01-24,601.71,616.95,597.46,606.48,606.48,2999000
2024-01-25,615.42,627.06,612.24,622.58,622.58,3806200
2024-01-26,620.7,622.5,613.0,613.93,613.93,2137800
2024-01-29,615.71,636.25,615.71,630.23,630.23,3212200
2024-01-30,630.0,630.47,620.89,627.96,627.96,2007400
2024-01-31,620.0,625.93,612.17,617.78,617.78,2666800
2024-02-01,619.0,628.8,618.78,627.91,627.91,1687600
2024-02-02,624.79,638.25,617.01,634.76,634.76,2542200
2024-02-05,633.03,634.59,624.54,630.5,630.5,2131200
2024-02-06,625.58,626.46,604.67,607.14,607.14,3436200
2024-02-07,613.25,620.42,610.15,615.85,615.85,2313800
2024-02-08,615.85,621.34,612.51,615.86,615.86,1815700
2024-02-09,616.0,628.07,615.8,627.21,627.21,2091400
2024-02-12,626.0,626.35,611.58,611.84,611.84,2317200
2024-02-13,596.7,608.39,590.0,601.89,601.89,2985200
2024-02-14,605.85,610.33,602.5,604.66,604.66,1615100
2024-02-15,606.0,607.32,589.77,590.44,590.44,3677400
2024-02-16,589.9,590.14,546.37,546.66,546.66,10323000
2024-02-20,531.5,545.88,528.01,541.91,541.91,6567600
2024-02-21,539.76,542.57,529.37,538.52,538.52,4493500
2024-02-22,553.94,555.55,534.56,537.57,537.57,5023400
2024-02-23,543.49,557.18,541.48,553.44,553.44,4546500
2024-02-26,556.56,570.6,556.56,560.48,560.48,4251200
2024-02-27,565.91,565.91,548.54,552.49,552.49,3247600
2024-02-28,552.0,557.2,549.76,551.82,551.82,2313200
2024-02-29,554.89,561.94,553.23,560.28,560.28,3844400
2024-03-01,561.11,572.89,560.67,570.93,570.93,2903700
