Date,Open,High,Low,Close,Adj Close,Volume
2023-10-26,87.12,88.14,86.54,87.45,87.04,9377300
2023-10-27,87.54,87.78,85.89,85.99,85.587,12480700
2023-10-30,87.31,88.3,86.0,86.06,85.656,9785500
2023-10-31,86.15,86.43,84.95,86.31,85.905,9004900
2023-11-01,86.47,87.87,86.34,87.8,87.388,9508800
2023-11-02,90.4,91.05,89.47,90.48,90.056,11032600
2023-11-03,91.65,92.45,90.84,91.79,91.359,9223800
2023-11-06,92.0,92.61,91.29,92.6,92.166,8402700
2023-11-07,92.25,93.05,91.75,92.41,91.977,6241300
2023-11-08,93.33,93.44,91.93,92.0,91.568,6537700
2023-11-09,92.63,93.37,91.6,91.62,91.19,8166000
2023-11-10,94.04,97.75,93.61,97.44,96.983,19281700
2023-11-13,97.01,97.18,95.72,96.42,95.968,9526300
2023-11-14,98.0,99.69,97.95,98.91,98.446,13873200
2023-11-15,99.95,100.7,98.42,98.8,98.337,10422900
2023-11-16,98.24,99.1,97.91,98.54,98.078,8459000
2023-11-17,98.94,99.72,98.32,99.58,99.113,7243000
2023-11-20,99.9,100.59,99.54,99.96,99.491,6448900
2023-11-21,100.0,100.15,98.24,98.41,97.948,10112600
2023-11-22,98.72,99.65,97.95,98.65,98.187,7413500
2023-11-24,98.48,98.73,97.47,97.83,97.371,4297600
2023-11-27,97.42,97.55,96.42,97.21,96.754,6856100
2023-11-28,97.87,98.25,97.24,97.98,97.52,6358100
2023-11-29,99.0,99.73,98.6,98.88,98.416,7091100
2023-11-30,98.93,98.98,96.9,97.31,96.854,9681400
2023-12-01,97.7,98.78,97.02,98.55,98.088,7490200
2023-12-04,97.05,97.2,95.25,97.01,96.555,10619400
2023-12-05,96.46,97.02,95.88,96.69,96.236,8009600
2023-12-06,97.8,98.57,97.45,97.85,97.391,11262300
2023-12-07,97.96,99.64,97.89,99.29,98.824,11373700
2023-12-08,99.12,100.37,98.95,100.35,99.879,10567300
2023-12-11,99.57,101.21,99.37,100.95,100.476,9482800
2023-12-12,100.15,101.65,99.95,101.6,101.123,7378600
2023-12-13,101.4,102.68,100.91,102.12,101.641,8988800
2023-12-14,103.35,103.81,102.8,103.45,103.45,10074500
2023-12-15,103.5,104.76,102.39,102.54,102.54,16376700
2023-12-18,102.84,103.31,102.08,102.93,102.93,5660600
2023-12-19,103.24,103.98,103.09,103.87,103.87,8498500
2023-12-20,102.7,103.09,99.94,100.04,100.04,10814100
2023-12-21,101.3,102.72,101.16,102.55,102.55,9068200
2023-12-22,102.93,103.59,102.71,103.15,103.15,5566400
2023-12-26,103.61,104.96,103.57,104.45,104.45,6407500
2023-12-27,105.05,105.37,104.08,104.65,104.65,5889700
2023-12-28,105.0,105.52,104.7,104.7,104.7,5335100
2023-12-29,104.72,104.97,103.67,104.0,104.0,4407700
2024-01-02,102.25,102.62,100.59,101.53,101.53,9020900
2024-01-03,100.34,101.25,99.66,100.17,100.17,6650600
2024-01-04,99.53,100.44,99.12,99.13,99.13,7996700
2024-01-05,99.0,100.64,98.8,99.61,99.61,7344900
2024-01-08,100.63,102.79,100.5,102.24,102.24,12455600
2024-01-09,101.05,101.97,100.21,101.89,101.89,7764000
2024-01-10,102.52,102.78,99.98,100.8,100.8,6975700
2024-01-11,101.7,102.16,99.99,101.22,101.22,7862700
2024-01-12,100.89,102.38,100.87,101.24,101.24,6514000
2024-01-16,100.53,102.35,100.2,101.67,101.67,11185500
2024-01-17,100.87,103.33,100.0,102.95,102.95,17649500
2024-01-18,111.2,113.39,109.48,113.03,113.03,58783700
2024-01-19,113.22,115.15,111.02,114.2,114.2,37737300
2024-01-22,114.78,115.1,112.52,113.03,113.03,17755500
2024-01-23,113.52,114.62,113.16,114.13,114.13,11667900
2024-01-24,115.33,118.85,114.61,116.52,116.52,21859200
2024-01-25,118.02,118.84,116.48,116.56,116.56,15485300
2024-01-26,116.9,118.04,116.3,117.26,117.26,10196400
2024-01-29,117.17,117.87,115.76,116.98,116.98,10042200
2024-01-30,116.36,118.01,115.56,116.06,116.06,11030800
2024-01-31,113.5,114.74,112.88,112.96,112.96,12853900
2024-02-01,113.8,114.03,112.61,113.39,113.39,8807600
2024-02-02,114.86,115.96,113.92,115.75,115.75,10042200
2024-02-05,117.13,119.54,116.58,118.79,118.79,13267600
2024-02-06,120.12,120.99,118.28,119.38,119.38,11503800
2024-02-07,120.01,125.0,120.0,124.98,124.98,18172500
2024-02-08,127.0,134.75,126.11,133.73,133.73,33367000
2024-02-09,134.5,135.17,130.59,133.11,133.11,16984200
2024-02-12,133.27,133.51,130.26,130.46,130.46,14203800
2024-02-13,127.93,129.92,126.48,127.55,127.55,14494000
2024-02-14,129.63,130.79,127.96,129.27,129.27,13069700
2024-02-15,130.8,131.13,128.35,129.03,129.03,12554000
2024-02-16,127.13,128.64,125.81,126.69,126.69,13091700
2024-02-20,126.89,127.06,124.15,125.33,125.33,12038800
2024-02-21,124.43,125.38,122.91,125.34,125.34,11578100
2024-02-22,129.69,131.48,129.0,129.07,129.07,17014100
2024-02-23,130.5,131.01,127.73,129.53,129.53,10123300
2024-02-26,130.02,131.23,128.56,130.64,130.64,9526700
2024-02-27,130.77,131.97,128.59,128.59,128.59,8851800
2024-02-28,128.5,128.58,126.65,127.38,127.38,6519100
2024-02-29,128.03,129.19,127.15,128.67,128.67,9369900
2024-03-01,130.13,136.65,130.1,133.9,133.9,24361700
