Date,Open,High,Low,Close,Adj Close,Volume
2023-09-01,94.3,94.58,93.09,93.19,92.274,7089900
2023-09-05,93.4,95.05,92.87,94.6,93.67,6396500
2023-09-06,93.85,93.96,91.59,92.26,91.353,7933700
2023-09-07,90.07,90.29,88.43,90.05,89.165,14684400
2023-09-08,90.75,91.07,89.32,89.64,88.759,5820800
2023-09-11,90.1,90.39,89.16,89.6,88.719,7268600
2023-09-12,90.46,91.57,90.42,90.48,89.591,8242600
2023-09-13,90.6,91.89,90.48,91.22,90.323,5757800
2023-09-14,92.78,92.93,91.27,91.47,91.041,6506300
2023-09-15,90.51,91.14,88.86,89.25,88.831,19924200
2023-09-18,88.54,89.67,88.43,88.83,88.413,6647400
2023-09-19,88.45,88.84,87.79,88.17,87.756,7172100
2023-09-20,88.52,89.32,87.29,87.29,86.881,6935300
2023-09-21,86.04,86.14,85.35,85.36,84.96,10652500
2023-09-22,86.25,86.77,85.45,85.64,85.238,7967200
2023-09-25,85.39,86.24,85.02,86.24,85.835,8758000
2023-09-26,84.95,85.23,84.02,84.29,83.895,8877600
2023-09-27,85.17,85.56,84.1,85.44,85.039,7860700
2023-09-28,85.25,87.13,84.98,86.41,86.005,6647700
2023-09-29,87.75,88.03,86.7,86.9,86.492,7337000
2023-10-02,87.18,88.42,87.02,87.65,87.239,6305000
2023-10-03,87.0,87.32,85.06,85.41,85.009,8201700
2023-10-04,85.47,86.76,85.38,86.67,86.263,7658500
2023-10-05,86.83,87.94,86.53,87.03,86.622,6651700
2023-10-06,88.09,90.02,87.38,89.29,88.871,9773800
2023-10-09,88.8,89.34,88.04,88.99,88.573,4781300
2023-10-10,89.27,90.66,89.14,90.61,90.185,7182900
2023-10-11,91.26,92.01,90.63,92.0,91.568,8051700
2023-10-12,92.51,93.44,91.84,92.42,91.986,8897800
2023-10-13,92.75,92.94,90.2,90.46,90.036,7985100
2023-10-16,90.48,91.9,90.43,91.22,90.792,8791800
2023-10-17,89.81,91.7,88.52,91.0,90.573,7997100
2023-10-18,88.88,90.01,88.58,89.6,89.18,9982700
2023-10-19,93.09,94.76,92.36,92.91,92.474,22751600
2023-10-20,92.0,94.32,91.09,91.31,90.882,12195500
2023-10-23,89.98,92.26,89.16,91.11,90.683,8227900
2023-10-24,91.2,92.0,90.86,91.64,91.21,7374800
2023-10-25,90.8,90.85,86.68,87.64,87.229,13027100
